Дата;Идентификатор;ИдентификаторЖалобыТендера;Статус жалобы;ДатаПодачиТребованияЖалобыТендера;Тип методу закупівлі;КодОргЖалобыТендера;ОрганизацияЖалобыТендера;Уровень жалобы;Классификация лота CPV2;СтатусТендера;IDOrganizator;СуммаТендера
30.01.2017;UA-2017-01-30-000075-a;UA-2017-01-30-000075-a.b1;Удовлетворено;09.02.2017 17:39:28;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;04417889;1700000
30.01.2017;UA-2017-01-30-000378-a;UA-2017-01-30-000378-a.b1;Не удовлетворено;09.02.2017 15:24:38;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40274710;1500000
14.08.2017;UA-2017-08-14-000459-c;UA-2017-08-14-000459-c.c1;Удовлетворено;29.09.2017 21:30:00;Відкриті торги;41285530;"Товариство з обмеженою відповідальністю ""ІНТЕР АТОМ""";На решение;24000000-4 Хімічна продукція;cancelled;21313677;3241333.33
14.08.2017;UA-2017-08-14-000459-c;UA-2017-08-14-000459-c.c2;Удовлетворено;06.10.2017 17:44:06;Відкриті торги;40142294;ТОВ СІЛІН ПРОМТОРГ;На решение;24000000-4 Хімічна продукція;cancelled;21313677;3241333.33
14.08.2017;UA-2017-08-14-000883-c;UA-2017-08-14-000883-c.c1;Удовлетворено;19.09.2017 12:14:01;Відкриті торги;32929823;"ТОВ ""ЕКОТРАНСГАЗ""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;35479108;514800
14.08.2017;UA-2017-08-14-001042-c;UA-2017-08-14-001042-c.a8;Удовлетворено;11.09.2017 18:43:45;Відкриті торги;38143880;ТОВ «ОХОРОННИЙ ХОЛДІНГ»;На решение;72000000-5 Послуги у сфері інформаційних технологій: консультування, розробка програмного забезпечення, послуги мережі Інтернет і послуги з підтримки;unsuccessful;34694993;1370000
14.08.2017;UA-2017-08-14-000159-c;UA-2017-08-14-000159-c.c9;Удовлетворено;15.09.2017 22:17:38;Відкриті торги;41387104;"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ФОРТІС ЮКРЕЙН""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;37448113;1100000
05.07.2017;UA-2017-07-05-000832-b;UA-2017-07-05-000832-b.c1;Удовлетворено;02.08.2017 17:58:55;Відкриті торги із публікацією англ. мовою;200274482;"ОАО ""ДСТ № 4 г.Брест""";На условия;45000000-7 Будівельні роботи та поточний ремонт;complete;25879878;57821406
05.07.2017;UA-2017-07-05-001288-b;UA-2017-07-05-001288-b.b1;Удовлетворено;02.08.2017 17:57:21;Відкриті торги із публікацією англ. мовою;200274482;"ОАО ""ДСТ № 4 г.Брест""";На условия;45000000-7 Будівельні роботи та поточний ремонт;complete;25879878;45388926
05.07.2017;UA-2017-07-05-000450-c;UA-2017-07-05-000450-c.b1;Удовлетворено;10.08.2017 12:54:45;Відкриті торги;32122748;"Товариство з обмеженною відповідальністю ""Грані""";На решение;42000000-6 Промислова техніка;complete;01034662;3640000
05.07.2017;UA-2017-07-05-000450-c;UA-2017-07-05-000450-c.c2;Не удовлетворено;29.09.2017 17:00:51;Відкриті торги;32122748;"Товариство з обмеженною відповідальністю ""Грані""";На решение;42000000-6 Промислова техніка;complete;01034662;3640000
05.07.2017;UA-2017-07-05-000489-c;UA-2017-07-05-000489-c.a6;Не удовлетворено;25.09.2017 14:50:32;Відкриті торги;38923104;"ТОВ ""ЕНЕРГОМЕРЕЖА""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;00154453;3562350
05.07.2017;UA-2017-07-05-001376-b;UA-2017-07-05-001376-b.b1;Не удовлетворено;02.08.2017 20:01:05;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;600000000
05.07.2017;UA-2017-07-05-001376-b;UA-2017-07-05-001376-b.a3;Удовлетворено;19.09.2017 18:28:40;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;600000000
05.07.2017;UA-2017-07-05-001376-b;UA-2017-07-05-001376-b.b4;Удовлетворено;19.09.2017 22:30:33;Відкриті торги із публікацією англ. мовою;05763814;"ПАТ ""КВБЗ""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;600000000
05.07.2017;UA-2017-07-05-001316-b;UA-2017-07-05-001316-b.a1;Не удовлетворено;02.08.2017 20:09:07;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;120000000
05.07.2017;UA-2017-07-05-001316-b;UA-2017-07-05-001316-b.b3;Удовлетворено;19.09.2017 18:27:21;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;120000000
05.07.2017;UA-2017-07-05-001316-b;UA-2017-07-05-001316-b.a4;Удовлетворено;19.09.2017 22:32:55;Відкриті торги із публікацією англ. мовою;05763814;"ПАТ ""КВБЗ""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;120000000
05.07.2017;UA-2017-07-05-000334-c;UA-2017-07-05-000334-c.a1;Не удовлетворено;02.08.2017 20:07:04;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;120000000
05.07.2017;UA-2017-07-05-000334-c;UA-2017-07-05-000334-c.a3;Удовлетворено;19.09.2017 18:14:42;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;120000000
05.07.2017;UA-2017-07-05-000334-c;UA-2017-07-05-000334-c.a4;Удовлетворено;19.09.2017 22:33:50;Відкриті торги із публікацією англ. мовою;05763814;"ПАТ ""КВБЗ""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;120000000
05.07.2017;UA-2017-07-05-001749-b;UA-2017-07-05-001749-b.a2;Удовлетворено;07.09.2017 14:22:17;Відкриті торги;36562474;ТОВ ТРАНСЕНЕРГОМАШ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081216;1801434.24
05.07.2017;UA-2017-07-05-000280-a;UA-2017-07-05-000280-a.a1;Не удовлетворено;02.08.2017 20:04:15;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;600000000
05.07.2017;UA-2017-07-05-000280-a;UA-2017-07-05-000280-a.a5;Удовлетворено;15.09.2017 20:27:11;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;600000000
05.07.2017;UA-2017-07-05-000280-a;UA-2017-07-05-000280-a.b6;Удовлетворено;19.09.2017 22:31:41;Відкриті торги із публікацією англ. мовою;05763814;"ПАТ ""КВБЗ""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081263;600000000
05.07.2017;UA-2017-07-05-002055-b;UA-2017-07-05-002055-b.b1;Удовлетворено;01.09.2017 16:23:14;Відкриті торги;200274482;"ОАО ""ДСТ № 4 г.Брест""";На решение;45000000-7 Будівельні роботи та поточний ремонт;unsuccessful;03359026;71132200
05.07.2017;UA-2017-07-05-000446-c;UA-2017-07-05-000446-c.b2;Удовлетворено;07.08.2017 16:51:14;Відкриті торги;32642016;ТОВ СОК ТРЕЙД;На решение;38000000-5 Лабораторне, оптичне та високоточне обладнання (крім лінз);complete;02568176;3794000
05.07.2017;UA-2017-07-05-000377-c;UA-2017-07-05-000377-c.a1;Не удовлетворено;11.08.2017 15:23:33;Відкриті торги із публікацією англ. мовою;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;38461879;8320000
05.07.2017;UA-2017-07-05-000537-c;UA-2017-07-05-000537-c.b1;Удовлетворено;14.07.2017 13:41:19;Відкриті торги;39699912;"ООО ""Укрвугілляресурс""";На условия;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;complete;34815936;585000
05.07.2017;UA-2017-07-05-001782-b;UA-2017-07-05-001782-b.b2;Удовлетворено;02.08.2017 16:54:30;Відкриті торги;40125022;"ТОВ ""КОНТРАКТ ПОЛ""";На решение;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;26606616;943000
05.07.2017;UA-2017-07-05-000981-b;UA-2017-07-05-000981-b.b1;Не удовлетворено;06.08.2017 15:03:03;Відкриті торги;12973529;BMP & GMB Group O?;На решение;38000000-5 Лабораторне, оптичне та високоточне обладнання (крім лінз);complete;02568182;1800000
05.07.2017;UA-2017-07-05-001351-b;UA-2017-07-05-001351-b.a1;Не удовлетворено;14.07.2017 17:52:20;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;05389882;1680000
05.07.2017;UA-2017-07-05-001961-b;UA-2017-07-05-001961-b.a4;Не удовлетворено;30.07.2017 22:40:12;Відкриті торги із публікацією англ. мовою;33603690;"ТОВ ""Астріум""";На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;unsuccessful;37700171;4258600
05.07.2017;UA-2017-07-05-000125-b;UA-2017-07-05-000125-b.c1;Не удовлетворено;14.07.2017 17:54:25;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;02142129;3000000
08.08.2017;UA-2017-08-08-001890-b;UA-2017-08-08-001890-b.a1;Удовлетворено;18.08.2017 16:18:52;Відкриті торги;37514987;"ТОВ ""УКРОПТПОСТАЧ""";На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;37899778;989251.52
08.08.2017;UA-2017-08-08-001152-b;UA-2017-08-08-001152-b.a1;Удовлетворено;27.09.2017 23:30:37;Переговорна процедура (для потреб оборони);39830791;"ООО ""АБІТ-ТЕКС""";На решение;35000000-4 Охоронне, протипожежне, поліцейське та оборонне обладнання;complete;00034022;6075000
08.08.2017;UA-2017-08-08-001226-c;UA-2017-08-08-001226-c.a4;Удовлетворено;19.09.2017 12:33:00;Відкриті торги;37224743;ТОВ АРТ ПРОЕКТ-2010;На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;04056902;11808800
08.08.2017;UA-2017-08-08-000708-b;UA-2017-08-08-000708-b.c4;Удовлетворено;14.09.2017 18:51:36;Відкриті торги;41426918;ТОВ Лабора;На решение;30000000-9 Офісна та комп’ютерна техніка, устаткування та приладдя, крім меблів та пакетів програмного забезпечення;unsuccessful;38456570;812706
08.08.2017;UA-2017-08-08-001490-b;UA-2017-08-08-001490-b.c1;Удовлетворено;07.09.2017 20:00:29;Відкриті торги;32934959;"ООО ""Краматорський комбінат дитячого харчування""";На решение;15000000-8 Продукти харчування, напої, тютюн та супутня продукція;unsuccessful;02142796;200000
08.08.2017;UA-2017-08-08-001172-b;UA-2017-08-08-001172-b.c1;Не удовлетворено;07.09.2017 22:46:19;Переговорна процедура (для потреб оборони);21582561;"ООО ""Торнадо""";На решение;35000000-4 Охоронне, протипожежне, поліцейське та оборонне обладнання;complete;00034022;16800000
11.09.2017;UA-2017-09-11-001618-a;UA-2017-09-11-001618-a.b1;Удовлетворено;22.09.2017 20:51:01;Відкриті торги;37202693;"ООО ""Лінк-Медитал""";На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;cancelled;02009867;1662000
09.08.2017;UA-2017-08-09-001492-b;UA-2017-08-09-001492-b.a2;Не удовлетворено;01.10.2017 20:48:07;Відкриті торги із публікацією англ. мовою;37433458;"ТОВ ""Віртуоз ЛТД""";На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;complete;03192610;6432021.36
09.08.2017;UA-2017-08-09-001436-b;UA-2017-08-09-001436-b.b1;Удовлетворено;19.09.2017 19:16:57;Переговорна процедура (для потреб оборони);39830791;"ООО ""АБІТ-ТЕКС""";На решение;18000000-9 Одяг, взуття, сумки та аксесуари;complete;00034022;66768000
09.08.2017;UA-2017-08-09-001159-c;UA-2017-08-09-001159-c.a1;Удовлетворено;23.08.2017 16:28:30;Відкриті торги;39091252;"ООО ""ЧЕРНІВЦІФАРМАЦІЯ""";На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;01996792;101425
09.08.2017;UA-2017-08-09-001649-b;UA-2017-08-09-001649-b.a1;Удовлетворено;13.09.2017 10:40:07;Відкриті торги;30574751;Товариство з обмеженою відповідальністю;На решение;38000000-5 Лабораторне, оптичне та високоточне обладнання (крім лінз);unsuccessful;33073442;3200000
09.08.2017;UA-2017-08-09-001855-b;UA-2017-08-09-001855-b.c2;Удовлетворено;12.09.2017 18:05:47;Відкриті торги;35262237;"ТОВ ""СПЕЦЕНЕРГОМОНТАЖ КИЇВ""";На решение;45000000-7 Будівельні роботи та поточний ремонт;unsuccessful;37503713;53222200
09.08.2017;UA-2017-08-09-000346-a;UA-2017-08-09-000346-a.c2;Удовлетворено;08.09.2017 18:49:07;Відкриті торги;37195587;"ООО ""ФАРМАДІС""";На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;cancelled;02012906;499868.2
09.08.2017;UA-2017-08-09-000614-c;UA-2017-08-09-000614-c.a3;Не удовлетворено;06.09.2017 18:20:23;Відкриті торги із публікацією англ. мовою;31150404;УПЕК ТРЕЙДИНГ ТОВ;На условия;"44000000-0 Конструкції та конструкційні матеріали; допоміжна будівельна продукція (крім електроапаратури)";unsuccessful;40081347;12533875.2
01.08.2017;UA-2017-08-01-000167-b;UA-2017-08-01-000167-b.b2;Не удовлетворено;29.09.2017 15:16:06;Відкриті торги;374227341;"ТОВ ""КОНСТРАК-УКРАЇНА""";На решение;50000000-5 Послуги з ремонту і технічного обслуговування;complete;40081216;1995738.33
01.08.2017;UA-2017-08-01-000167-b;UA-2017-08-01-000167-b.c3;Не удовлетворено;29.09.2017 15:17:29;Відкриті торги;374227341;"ТОВ ""КОНСТРАК-УКРАЇНА""";На решение;50000000-5 Послуги з ремонту і технічного обслуговування;complete;40081216;1995738.33
01.08.2017;UA-2017-08-01-000915-b;UA-2017-08-01-000915-b.c1;Удовлетворено;31.08.2017 17:28:12;Відкриті торги;00699773;ДП Київський науково-дослідний та проектний інститут землеустрою;На решение;73000000-2 Послуги у сфері НДДКР та пов’язані консультаційні послуги;complete;02467156;4000000
25.04.2017;UA-2017-04-25-000747-b;UA-2017-04-25-000747-b.b5;Удовлетворено;29.06.2017 11:30:04;Відкриті торги із публікацією англ. мовою;32076699;ПП Укрспецтехнологія;На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;complete;38605210;8368926
25.04.2017;UA-2017-04-25-000224-a;UA-2017-04-25-000224-a.c2;Удовлетворено;27.06.2017 19:24:55;Відкриті торги із публікацією англ. мовою;30574751;Товариство з обмеженою відповідальністю;На решение;32000000-3 Радіо-, телевізійна, комунікаційна, телекомунікаційна та супутня апаратура й обладнання;complete;02144743;14068000
25.04.2017;UA-2017-04-25-000024-c;UA-2017-04-25-000024-c.b1;Удовлетворено;23.05.2017 14:29:31;Відкриті торги;38740236;"ООО ""НОВОКАХОВСЬКИЙ МЕХАНОЗБОРОЧНИЙ ЗАВОД""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";unsuccessful;14309787;1598451
25.04.2017;UA-2017-04-25-000024-c;UA-2017-04-25-000024-c.c2;Удовлетворено;01.07.2017 14:44:01;Відкриті торги;32960121;Енергопром Компані;На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";unsuccessful;14309787;1598451
25.04.2017;UA-2017-04-25-000762-a;UA-2017-04-25-000762-a.c1;Удовлетворено;21.05.2017 16:18:05;Відкриті торги із публікацією англ. мовою;37271458;ТОВ ТПК Техноімпорт;На условия;42000000-6 Промислова техніка;cancelled;32320594;10450000
25.04.2017;UA-2017-04-25-001374-a;UA-2017-04-25-001374-a.a1;Не удовлетворено;01.07.2017 17:48:14;Відкриті торги;33642310;ТОВ «СПЕЦСЕРВІСБУД»;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;3725945.81
25.04.2017;UA-2017-04-25-000656-c;UA-2017-04-25-000656-c.a2;Не удовлетворено;27.06.2017 9:35:10;Відкриті торги;39107466;"ТОВ""Техекспрес-М""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;3728261.76
25.04.2017;UA-2017-04-25-000035-c;UA-2017-04-25-000035-c.a1;Удовлетворено;15.06.2017 11:54:11;Відкриті торги;39270330;НТП Трансінвест;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;cancelled;40081195;696319.2
25.04.2017;UA-2017-04-25-000138-b;UA-2017-04-25-000138-b.b5;Удовлетворено;09.06.2017 14:37:32;Відкриті торги;39882834;"ТОВ ""НК ПРЕМІУМ""";На решение;09000000-3 Нафтопродукти, паливо, електроенергія та інші джерела енергії;cancelled;03338981;3700000
25.04.2017;UA-2017-04-25-000799-b;UA-2017-04-25-000799-b.c5;Не удовлетворено;08.06.2017 19:33:46;Відкриті торги;39718829;"ТОВ ""КАРРЕНТ""";На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;00130820;1590000
25.04.2017;UA-2017-04-25-000799-b;UA-2017-04-25-000799-b.a6;Не удовлетворено;08.06.2017 20:52:43;Відкриті торги;32947554;ООО «ТД Владар-Харьков»;На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;00130820;1590000
25.04.2017;UA-2017-04-25-001345-b;UA-2017-04-25-001345-b.c1;Удовлетворено;11.06.2017 21:25:08;Відкриті торги із публікацією англ. мовою;31071286;"ПП ""ШКОЛЯРИК""";На решение;55000000-0 Готельні, ресторанні послуги та послуги з роздрібної торгівлі;cancelled;03192595;4824411.03
25.04.2017;UA-2017-04-25-000019-b;UA-2017-04-25-000019-b.b3;Удовлетворено;04.05.2017 18:01:11;Відкриті торги;39273420;"ООО ""БАДМ-Б""";На условия;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;38540447;3200000
25.04.2017;UA-2017-04-25-000909-b;UA-2017-04-25-000909-b.c2;Не удовлетворено;24.05.2017 16:34:32;Відкриті торги;38115738;ТОВ Техрозробка;На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;40081389;3795000
25.04.2017;UA-2017-04-25-000430-a;UA-2017-04-25-000430-a.c1;Удовлетворено;28.04.2017 11:01:31;Відкриті торги;35018734;"ТОВ ""РАДІАЛ-УКРАЇНА""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;unsuccessful;41091094;1653330.65
27.04.2017;UA-2017-04-27-000530-c;UA-2017-04-27-000530-c.c2;Удовлетворено;14.07.2017 12:21:32;Відкриті торги;04047338;IMPULS ENERGO s.r.o.;На решение;"31000000-6 Електротехнічне устаткування, апаратура, обладнання та матеріали; освітлювальне устаткування";complete;24584661;2263405.43
27.04.2017;UA-2017-04-27-000630-a;UA-2017-04-27-000630-a.a5;Удовлетворено;24.05.2017 20:10:46;Відкриті торги із публікацією англ. мовою;500059129;"ОАО ""Дорожно-строительный трест № 6""";На условия;45000000-7 Будівельні роботи та поточний ремонт;complete;25879878;302907027
27.04.2017;UA-2017-04-27-000630-a;UA-2017-04-27-000630-a.b6;Удовлетворено;30.06.2017 18:53:07;Відкриті торги із публікацією англ. мовою;500059129;"ОАО ""ДСТ №6""";На условия;45000000-7 Будівельні роботи та поточний ремонт;complete;25879878;302907027
27.04.2017;UA-2017-04-27-000611-c;UA-2017-04-27-000611-c.c4;Удовлетворено;15.06.2017 15:49:58;Відкриті торги;34619115;ТОВ АННА-МЕД;На решение;33000000-0 Медичне обладнання, фармацевтична продукція та засоби особистої гігієни;complete;01991406;800000
27.04.2017;UA-2017-04-27-000488-c;UA-2017-04-27-000488-c.c1;Удовлетворено;31.05.2017 16:02:54;Відкриті торги;14073155;"АТ"" ІЦ ""УКРГАЗТЕХНІКА""";На условия;45000000-7 Будівельні роботи та поточний ремонт;complete;02071205;11500000
27.04.2017;UA-2017-04-27-000488-c;UA-2017-04-27-000488-c.b2;Не удовлетворено;24.07.2017 21:08:04;Відкриті торги;34329599;"ТОВ ""ТЕПЛО-КВАР""";На решение;45000000-7 Будівельні роботи та поточний ремонт;complete;02071205;11500000
27.04.2017;UA-2017-04-27-000782-b;UA-2017-04-27-000782-b.b2;Удовлетворено;19.05.2017 16:02:53;Відкриті торги із публікацією англ. мовою;32601556;"ЧАО ""ЧЕРНІГІВСЬКИЙ АВТОЗАВОД""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;05393725;42000000
27.04.2017;UA-2017-04-27-000782-b;UA-2017-04-27-000782-b.b3;Не удовлетворено;22.06.2017 15:53:20;Відкриті торги із публікацією англ. мовою;32601556;"ООО ""ЧЕРНІГІВСЬКИЙ АВТОЗАВОД""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;05393725;42000000
27.04.2017;UA-2017-04-27-000372-c;UA-2017-04-27-000372-c.b1;Не удовлетворено;26.06.2017 10:23:12;Відкриті торги із публікацією англ. мовою;40142294;ТОВ СІЛІН ПРОМТОРГ;На решение;24000000-4 Хімічна продукція;complete;24584661;4171596
27.04.2017;UA-2017-04-27-000914-b;UA-2017-04-27-000914-b.a1;Удовлетворено;31.05.2017 15:52:40;Відкриті торги;38115738;ТОВ Техрозробка;На решение;45000000-7 Будівельні роботи та поточний ремонт;cancelled;40081389;3795000
27.04.2017;UA-2017-04-27-000914-b;UA-2017-04-27-000914-b.b2;Удовлетворено;12.07.2017 17:32:29;Відкриті торги;39368391;ТОВ Євровибухпром;На решение;45000000-7 Будівельні роботи та поточний ремонт;cancelled;40081389;3795000
27.04.2017;UA-2017-04-27-001601-b;UA-2017-04-27-001601-b.b2;Удовлетворено;20.06.2017 10:51:17;Відкриті торги;37448820;"Товариство з обмеженою відповідальністю ""Проектно-дослідницький інститут ""Енергоінжпроект""";На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;unsuccessful;00100227;6666666.65
27.04.2017;UA-2017-04-27-000476-a;UA-2017-04-27-000476-a.c1;Не удовлетворено;19.06.2017 13:51:38;Відкриті торги;32349901;"ТОВ СП ""Товариство технічного нагляду ДІ";На решение;71000000-8 Архітектурні, будівельні, інженерні та інспекційні послуги;cancelled;04694614;299364.06
27.04.2017;UA-2017-04-27-001305-a;UA-2017-04-27-001305-a.b1;Удовлетворено;20.06.2017 10:06:53;Відкриті торги із публікацією англ. мовою;39268892;"ТОВ ""ПАРТНЕР-ВС""";На решение;42000000-6 Промислова техніка;cancelled;08190603;6100000
27.04.2017;UA-2017-04-27-000536-c;UA-2017-04-27-000536-c.b1;Не удовлетворено;24.05.2017 20:32:38;Відкриті торги із публікацією англ. мовою;36259618;ТОВ МАКСМЕД ІНТЕРНЕШНЛ;На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081305;80582400
27.04.2017;UA-2017-04-27-000582-b;UA-2017-04-27-000582-b.c1;Не удовлетворено;29.05.2017 16:05:43;Відкриті торги;34327481;"ІП ""АІС-ПОЛТАВА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;02141360;3287400
27.04.2017;UA-2017-04-27-000667-b;UA-2017-04-27-000667-b.b1;Удовлетворено;10.05.2017 16:47:34;Переговорна процедура (для потреб оборони);31778043;"ООО ""НАУКОВО ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ТЕМП-3000""";На условия;35000000-4 Охоронне, протипожежне, поліцейське та оборонне обладнання;cancelled;20001438;2400000
27.04.2017;UA-2017-04-27-000614-b;UA-2017-04-27-000614-b.b1;Не удовлетворено;10.05.2017 16:49:03;Переговорна процедура (для потреб оборони);31778043;"ООО ""НАУКОВО ВИРОБНИЧЕ ПІДПРИЄМСТВО ""ТЕМП-3000""";На условия;35000000-4 Охоронне, протипожежне, поліцейське та оборонне обладнання;unsuccessful;20001438;1500000
01.03.2017;UA-2017-03-01-001389-b;UA-2017-03-01-001389-b.b6;Не удовлетворено;29.03.2017 18:33:54;Відкриті торги із публікацією англ. мовою;6588387000;"ООО ""VJ TRGOVINA IN STORITVE, D.O.O.""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;38061000
01.03.2017;UA-2017-03-01-001389-b;UA-2017-03-01-001389-b.a12;Удовлетворено;27.06.2017 14:55:50;Відкриті торги із публікацією англ. мовою;39270330;НТП Трансінвест;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;38061000
01.03.2017;UA-2017-03-01-001389-b;UA-2017-03-01-001389-b.b10;Удовлетворено;26.06.2017 18:41:34;Відкриті торги із публікацією англ. мовою;41013566;"ТОВ ""УТІКА""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;38061000
01.03.2017;UA-2017-03-01-001389-b;UA-2017-03-01-001389-b.b11;Удовлетворено;26.06.2017 20:20:41;Відкриті торги із публікацією англ. мовою;40730232;"ООО ""КОМПАНІЯ-ІРБІС""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;38061000
01.03.2017;UA-2017-03-01-001389-b;UA-2017-03-01-001389-b.b13;Не удовлетворено;08.08.2017 17:36:20;Відкриті торги із публікацією англ. мовою;40730232;"ООО ""КОМПАНІЯ-ІРБІС""";На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;38061000
01.03.2017;UA-2017-03-01-001389-b;UA-2017-03-01-001389-b.c15;Не удовлетворено;09.08.2017 16:08:36;Відкриті торги із публікацією англ. мовою;36562474;ТОВ ТРАНСЕНЕРГОМАШ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;38061000
01.03.2017;UA-2017-03-01-001389-b;UA-2017-03-01-001389-b.b14;Удовлетворено;09.08.2017 14:57:12;Відкриті торги із публікацією англ. мовою;37385017;ТОВ Науково-виробнича фірма РОТОРМАШ;На решение;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;38061000
01.03.2017;UA-2017-03-01-001381-b;UA-2017-03-01-001381-b.b5;Не удовлетворено;29.03.2017 18:50:02;Відкриті торги із публікацією англ. мовою;6588387000;"ООО ""VJ TRGOVINA IN STORITVE, D.O.O.""";На условия;34000000-7 Транспортне обладнання та допоміжне приладдя до нього;complete;40081347;8215081.62
